Day Pass Purchased,3-Day Pass Purchased,7-Day Pass Purchased,Total Annual Members,Annual Sign-Ups,Cumulative trips,Daily Trips,Date,Total Miles,Daily Miles
689,43,0,256438,45,56412088,25443,3/10/2018,116882346,59343
1173,46,0,256517,79,56439684,27596,3/11/2018,116949968,67622
351,39,0,256578,61,56476023,36339,3/12/2018,117026537,76569
133,14,0,256623,45,56499160,23137,3/13/2018,117072558,46021
269,39,0,256673,50,56534537,35377,3/14/2018,117134910,62352
462,66,0,256724,51,56574109,39572,3/15/2018,117207102,72192
383,55,0,256763,39,56609030,34921,3/16/2018,117269483,62381
1015,56,0,256823,60,56636701,27671,3/17/2018,117332007,62524
839,36,0,256880,57,56661859,25158,3/18/2018,117387189,55182
544,39,0,256933,53,56701137,39278,3/19/2018,117470275,83086
187,17,0,256986,53,56736669,35532,3/20/2018,117539848,69573
3,1,0,257004,18,56740424,3755,3/21/2018,117551647,11799
216,25,0,257040,36,56767732,27308,3/22/2018,117613362,61715
543,55,0,257098,58,56806259,38527,3/23/2018,117691030,77668
1755,88,0,257167,69,56840655,34396,3/24/2018,117770592,79562
710,24,0,257226,59,56866217,25562,3/25/2018,117833248,62656
718,87,0,257315,89,56906512,40295,3/26/2018,117922079,88831
524,63,0,257378,63,56947866,41354,3/27/2018,118011065,88986
586,64,0,257447,69,56989746,41880,3/28/2018,118091672,80607
544,65,0,257501,54,57029034,39288,3/29/2018,118176262,84590
1006,147,0,257584,83,57063818,34784,3/30/2018,118255087,78825
3856,151,0,257701,117,57105597,41779,3/31/2018,118364486,109399
2363,264,0,257811,110,57138745,33148,4/1/2018,118458526,94040
297,20,0,257889,78,57160807,22062,4/2/2018,118508944,50418
189,21,0,257942,53,57186690,25883,4/3/2018,118568421,59477
611,48,0,258025,83,57223445,36755,4/4/2018,118648470,80049
972,112,0,258086,61,57263259,39814,4/5/2018,118735852,87382
918,101,0,258143,57,57298883,35624,4/6/2018,118819495,83643
1661,129,0,258231,88,57332128,33245,4/7/2018,118899450,79955
1271,75,0,258324,93,57360538,28410,4/8/2018,118966506,67056
614,62,0,258423,99,57401047,40509,4/9/2018,119054118,87612
475,37,0,258498,75,57444098,43051,4/10/2018,119143747,89629
894,114,0,258599,101,57492710,48612,4/11/2018,119247828,104081
1095,146,0,258754,155,57545878,53168,4/12/2018,119362228,114400
3168,262,0,258926,172,57609381,63503,4/13/2018,119513122,150894
7643,346,0,259171,245,57671976,62595,4/14/2018,119698354,185232
525,21,0,259252,81,57692416,20440,4/15/2018,119756851,58497
452,31,0,259344,92,57718704,26288,4/16/2018,119822135,65284
589,85,0,259470,126,57763393,44689,4/17/2018,119927019,104884
996,152,0,259583,113,57814503,51110,4/18/2018,120039683,112664
407,52,0,259704,121,57852801,38298,4/19/2018,120119573,79890
1241,133,0,259820,116,57899850,47049,4/20/2018,120221555,101982
3142,214,0,260015,195,57963444,63594,4/21/2018,120401236,179681
5399,265,0,260257,242,58017726,54282,4/22/2018,120550768,149532
1976,191,0,260545,288,58075490,57764,4/23/2018,120681992,131224
1529,159,0,260740,195,58134013,58523,4/24/2018,120808483,126491
403,36,0,260861,121,58165226,31213,4/25/2018,120871569,63086
2578,294,0,261062,201,58231300,66074,4/26/2018,121022357,150788
823,70,0,261172,110,58270453,39153,4/27/2018,121107923,85566
6129,369,0,261434,262,58327188,56735,4/28/2018,121266257,158334
3594,266,0,261651,217,58372013,44825,4/29/2018,121396906,130649
751,66,0,261874,223,58413087,41074,4/30/2018,121488121,91215
3155,390,0,262154,280,58485122,72035,5/1/2018,121662017,173896
